"Unnamed: 0","Item ARK","Parent ARK","File Name","Object Type","coll id","AltIdentifier.local","Collection","Series","Title","AltTitle.other","Description.note","References","Genre","Language","Type.typeOfResource","Date.created","Date.normalized","Note","Subject.coordinates","Subject topic","Inscription","media.format","media.height","media.width","Thumbnail","IIIF Access URL","External item record","Repository","Rights.servicesContact","Acquisition method","Physical status","Violent Content","Series & Collection","Creation date/time","Last modification date/time","Description (Eng)","Description (Ara)","Genre (old)","Inscription (old)","Inscription 2 (old)","Alt Title","IIIF Manifest URL"
"10","ark:/13030/m51c97wf","ark:/21198/z1325fjz","","Work","20.0","0020.01.0010|~|19957|~|42402_ca_object_representations_media_10428_original.jpg","The Young Muslim Women Association Collection - Jerusalem","Jerusalem Young Women Muslim Association Sub-collection 1: Photographs","اقتحام الشرطة الإسرائيلية مدرسة جمعية الشابات المسلمات","The Israeli Police Breaks into the Young Muslim Women Association's School","","Nabila en-Natsheh (Senior secretary at the Jerusalem Young Muslim Women Association), interview with PMDA researcher Lama Ghosheh, December 2018, non-transcript, the Palestinian Museum Digital Archive.","","ara","still image","1988; Date created","1988","","","","","image/jpeg","3648","5468","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/4/78781_ca_object_representations_media_10428_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/4/42402_ca_object_representations_media_10428_original.jpg","https://palarchive.org/index.php/Detail/objects/19957/lang/en_US","The Palestinian Museum ","info@palarchive.org","","","","The Young Muslim Women Association Collection - Jerusalem | Jerusalem Young Women Muslim Association Sub-collection 1: Photographs","19 July 2018 at 13:43:39","9 March 2021 at 19:26:46","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm51c97wf/manifest"
"11","ark:/13030/m5wm8rfm","ark:/21198/z1325fjz","","Work","20.0","0020.01.0011|~|19958|~|5745_ca_object_representations_media_10429_original.jpg","The Young Muslim Women Association Collection - Jerusalem","Jerusalem Young Women Muslim Association Sub-collection 1: Photographs","أستاذ الموسيقى في مدرسة جمعية الشابات المسلمات في احدى حصص الموسيقى","A Music Teacher in the Young Muslim Women Association's School, at One of Music Classes","","Nabila en-Natsheh (Senior secretary at the Jerusalem Young Muslim Women Association), interview with PMDA researcher Lama Ghosheh, December 2018, non-transcript, the Palestinian Museum Digital Archive.","","ara","still image","","","","","","","image/jpeg","3943","5457","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/4/53140_ca_object_representations_media_10429_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/4/5745_ca_object_representations_media_10429_original.jpg","https://palarchive.org/index.php/Detail/objects/19958/lang/en_US","The Palestinian Museum ","info@palarchive.org","","good; 224","","The Young Muslim Women Association Collection - Jerusalem | Jerusalem Young Women Muslim Association Sub-collection 1: Photographs","19 July 2018 at 13:43:39","9 March 2021 at 19:26:46","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5wm8rfm/manifest"
"12","ark:/13030/m5qw0zf8","ark:/21198/z1325fjz","","Work","20.0","0020.01.0012|~|19959|~|77388_ca_object_representations_media_10430_original.jpg","The Young Muslim Women Association Collection - Jerusalem","Jerusalem Young Women Muslim Association Sub-collection 1: Photographs","صورة من بازار لجمعية الشابات المسلمات/القدس، 1981","A Photograph of a Bazaar Held by YMWA of Jerusalem, 1981","A colour photograph of a bazaar held by the Young Muslim Women Association (YMWA) of Jerusalem in 1981.  |~|صورة ملونة ترصد جانبًا من بازار لجمعية الشابات المسلمات في القدس عام 1981.","Nabila en-Natsheh (Senior secretary at the Jerusalem Young Muslim Women Association), interview with PMDA researcher Lama Ghosheh, December 2018, non-transcript, the Palestinian Museum Digital Archive.","","ara","still image","1981; Date created","1981","","","Diaspora and Emigration|~|Social History|~|Women","شركة فلسطين للكيماويات المساهمة مصنع صابون طوقان مصنع العالول|~|Palestine Stock Company for Chemicals  Toukan Soap Factory Al-Alul Factory","image/jpeg","4389","6085","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/4/83345_ca_object_representations_media_10430_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/4/77388_ca_object_representations_media_10430_original.jpg","https://palarchive.org/index.php/Detail/objects/19959/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","good; 224","No","The Young Muslim Women Association Collection - Jerusalem | Jerusalem Young Women Muslim Association Sub-collection 1: Photographs","19 July 2018 at 13:43:39","10 March 2021 at 10:33:07","A colour photograph of a bazaar held by the Young Muslim Women Association (YMWA) of Jerusalem in 1981.","صورة ملونة ترصد جانبًا من بازار لجمعية الشابات المسلمات في القدس عام 1981.","","شركة فلسطين للكيماويات المساهمة مصنع صابون طوقان مصنع العالول","Palestine Stock Company for Chemicals  Toukan Soap Factory Al-Alul Factory","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5qw0zf8/manifest"
"13","ark:/13030/m5bp7drv","ark:/21198/z1325fjz","","Work","20.0","0020.01.0013|~|19960|~|18196_ca_object_representations_media_10431_original.jpg","The Young Muslim Women Association Collection - Jerusalem","Jerusalem Young Women Muslim Association Sub-collection 1: Photographs","صورة من بازار لجمعية الشابات المسلمات/القدس، 1981","A Photograph of a Bazaar Held by YMWA of Jerusalem, 1981","A colour photograph of a bazaar held by the Young Muslim Women Association (YMWA) of Jerusalem in 1981.  |~|صورة ملونة ترصد جانبًا من بازار لجمعية الشابات المسلمات في القدس عام 1981.","Nabila en-Natsheh (Senior secretary at the Jerusalem Young Muslim Women Association), interview with PMDA researcher Lama Ghosheh, December 2018, non-transcript, the Palestinian Museum Digital Archive.","","ara","still image","1981; Date created","1981","","","Diaspora and Emigration|~|Social History|~|Women","شركة ملحيس للتجارة والصناعة نابلس مصنع رانية - رام الله|~|Malhis Trading and Industry Company- Nablus Rania Factory- Ramallah","image/jpeg","4374","6049","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/4/67435_ca_object_representations_media_10431_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/4/18196_ca_object_representations_media_10431_original.jpg","https://palarchive.org/index.php/Detail/objects/19960/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","","No","The Young Muslim Women Association Collection - Jerusalem | Jerusalem Young Women Muslim Association Sub-collection 1: Photographs","19 July 2018 at 13:43:39","10 March 2021 at 10:33:07","A colour photograph of a bazaar held by the Young Muslim Women Association (YMWA) of Jerusalem in 1981.","صورة ملونة ترصد جانبًا من بازار لجمعية الشابات المسلمات في القدس عام 1981.","","شركة ملحيس للتجارة والصناعة نابلس مصنع رانية - رام الله","Malhis Trading and Industry Company- Nablus Rania Factory- Ramallah","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5bp7drv/manifest"
"14","ark:/13030/m5rv80nc","ark:/21198/z1325fjz","","Work","20.0","0020.01.0014|~|19961|~|77476_ca_object_representations_media_10432_original.jpg","The Young Muslim Women Association Collection - Jerusalem","Jerusalem Young Women Muslim Association Sub-collection 1: Photographs","صورة من بازار لجمعية الشابات المسلمات/القدس، 1981","A Photograph of a Bazaar Held by YMWA of Jerusalem, 1981","A colour photograph of a bazaar held by the Young Muslim Women Association (YMWA) of Jerusalem in 1981.  |~|صورة ملونة ترصد جانبًا من بازار لجمعية الشابات المسلمات في القدس عام 1981.","Nabila en-Natsheh (Senior secretary at the Jerusalem Young Muslim Women Association), interview with PMDA researcher Lama Ghosheh, December 2018, non-transcript, the Palestinian Museum Digital Archive.","","ara","still image","1981; Date created","1981","","","Diaspora and Emigration|~|Social History|~|Women","شركة سجاير القدس شركة السجاير العالمية|~|Jerusalem Cigarette Company International Cigar Company","image/jpeg","4408","6048","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/4/51568_ca_object_representations_media_10432_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/4/77476_ca_object_representations_media_10432_original.jpg","https://palarchive.org/index.php/Detail/objects/19961/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","","No","Jerusalem Young Women Muslim Association Sub-collection 1: Photographs | The Young Muslim Women Association Collection - Jerusalem","19 July 2018 at 13:43:39","10 March 2021 at 10:33:07","A colour photograph of a bazaar held by the Young Muslim Women Association (YMWA) of Jerusalem in 1981.","صورة ملونة ترصد جانبًا من بازار لجمعية الشابات المسلمات في القدس عام 1981.","","شركة سجاير القدس شركة السجاير العالمية","Jerusalem Cigarette Company International Cigar Company","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5rv80nc/manifest"
"15","ark:/13030/m56x6p3f","ark:/21198/z1325fjz","","Work","20.0","0020.01.0015|~|19962|~|93737_ca_object_representations_media_10433_original.jpg","The Young Muslim Women Association Collection - Jerusalem","Jerusalem Young Women Muslim Association Sub-collection 1: Photographs","صورة من بازار لجمعية الشابات المسلمات/القدس، 1981","A Photograph of a Bazaar Held by YMWA of Jerusalem, 1981","A colour photograph of a bazaar held by the Young Muslim Women Association (YMWA) of Jerusalem in 1981.  |~|صورة ملونة ترصد جانبًا من بازار لجمعية الشابات المسلمات في القدس عام 1981.","Nabila en-Natsheh (Senior secretary at the Jerusalem Young Muslim Women Association), interview with PMDA researcher Lama Ghosheh, December 2018, non-transcript, the Palestinian Museum Digital Archive.","color photographs","ara","still image","1981; Date created","1981","جمعية الاتحاد النسائي العربي - القدس","[31.768319,35.21371]","Diaspora and Emigration|~|Social History|~|Women","مصنع خليل الرحمن للمواد الغذائية شركة الزيوت النباتية - نايلس|~|Khalil al-Rahman Foods Factory Vegetable Oils Company- Nablus","image/jpeg","4386","6007","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/4/41677_ca_object_representations_media_10433_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/4/93737_ca_object_representations_media_10433_original.jpg","https://palarchive.org/index.php/Detail/objects/19962/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","good; 224","No","The Young Muslim Women Association Collection - Jerusalem | Jerusalem Young Women Muslim Association Sub-collection 1: Photographs","19 July 2018 at 13:43:39","10 March 2021 at 10:33:07","A colour photograph of a bazaar held by the Young Muslim Women Association (YMWA) of Jerusalem in 1981.","صورة ملونة ترصد جانبًا من بازار لجمعية الشابات المسلمات في القدس عام 1981.","color photographs","مصنع خليل الرحمن للمواد الغذائية شركة الزيوت النباتية - نايلس","Khalil al-Rahman Foods Factory Vegetable Oils Company- Nablus","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm56x6p3f/manifest"
"16","ark:/13030/m55x9mx6","ark:/21198/z1325fjz","","Work","20.0","0020.01.0016|~|19963|~|8233_ca_object_representations_media_10434_original.jpg","The Young Muslim Women Association Collection - Jerusalem","Jerusalem Young Women Muslim Association Sub-collection 1: Photographs","صورة من بازار لجمعية الشابات المسلمات/القدس، 1981","A Photograph of a Bazaar Held by YMWA of Jerusalem, 1981","A colour photograph of a bazaar held by the Young Muslim Women Association (YMWA) of Jerusalem in 1981.  |~|صورة ملونة ترصد جانبًا من بازار لجمعية الشابات المسلمات في القدس عام 1981.","Nabila en-Natsheh (Senior secretary at the Jerusalem Young Muslim Women Association), interview with PMDA researcher Lama Ghosheh, December 2018, non-transcript, the Palestinian Museum Digital Archive.","color photographs","ara","still image","1981; Date created","1981","جمعية الاتحاد النسائي العربي - القدس","[31.768319,35.21371]","Diaspora and Emigration|~|Social History|~|Women","شركة الكيماويات الأردنية - بيت جالا شركة فلسطين للكيماويات المساهمة - رام الله|~|The Jordanian Chemicals Company- Beit Jala Palestine Stock Company for Chemicals- Ramallah","image/jpeg","4358","6033","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/4/24429_ca_object_representations_media_10434_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/4/8233_ca_object_representations_media_10434_original.jpg","https://palarchive.org/index.php/Detail/objects/19963/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","good; 224","No","The Young Muslim Women Association Collection - Jerusalem | Jerusalem Young Women Muslim Association Sub-collection 1: Photographs","19 July 2018 at 13:43:39","10 March 2021 at 10:33:07","A colour photograph of a bazaar held by the Young Muslim Women Association (YMWA) of Jerusalem in 1981.","صورة ملونة ترصد جانبًا من بازار لجمعية الشابات المسلمات في القدس عام 1981.","color photographs","شركة الكيماويات الأردنية - بيت جالا شركة فلسطين للكيماويات المساهمة - رام الله","The Jordanian Chemicals Company- Beit Jala Palestine Stock Company for Chemicals- Ramallah","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm55x9mx6/manifest"
"17","ark:/13030/m5zd5dwq","ark:/21198/z1325fjz","","Work","20.0","0020.01.0017|~|19964|~|80870_ca_object_representations_media_10435_original.jpg","The Young Muslim Women Association Collection - Jerusalem","Jerusalem Young Women Muslim Association Sub-collection 1: Photographs","صورة من بازار لجمعية الشابات المسلمات/القدس، 1981","A Photograph of a Bazaar Held by YMWA of Jerusalem, 1981","A colour photograph of a bazaar held by the Young Muslim Women Association (YMWA) of Jerusalem in 1981.  |~|صورة ملونة ترصد جانبًا من بازار لجمعية الشابات المسلمات في القدس عام 1981.","Nabila en-Natsheh (Senior secretary at the Jerusalem Young Muslim Women Association), interview with PMDA researcher Lama Ghosheh, December 2018, non-transcript, the Palestinian Museum Digital Archive.","color photographs","ara","still image","1981; Date created","1981","جمعية الاتحاد النسائي العربي - القدس","[31.768319,35.21371]","Diaspora and Emigration|~|Social History|~|Women","مصانع البلاستيك - نابلس السيد متري أبو عيطة وأخيه باسل -بيت لحم مصنع خليل الرحمن للمواد الغذائية - الخليل|~|Plastic Factories- Nablus  Mr. Mitri Abu Eita and his brother Basil- Bethlehem Khalil al-Rahman Foods Factory- Hebron","image/jpeg","4349","6038","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/4/26811_ca_object_representations_media_10435_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/4/80870_ca_object_representations_media_10435_original.jpg","https://palarchive.org/index.php/Detail/objects/19964/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","good; 224","No","The Young Muslim Women Association Collection - Jerusalem | Jerusalem Young Women Muslim Association Sub-collection 1: Photographs","19 July 2018 at 13:43:40","10 March 2021 at 10:33:07","A colour photograph of a bazaar held by the Young Muslim Women Association (YMWA) of Jerusalem in 1981.","صورة ملونة ترصد جانبًا من بازار لجمعية الشابات المسلمات في القدس عام 1981.","color photographs","مصانع البلاستيك - نابلس السيد متري أبو عيطة وأخيه باسل -بيت لحم مصنع خليل الرحمن للمواد الغذائية - الخليل","Plastic Factories- Nablus  Mr. Mitri Abu Eita and his brother Basil- Bethlehem Khalil al-Rahman Foods Factory- Hebron","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5zd5dwq/manifest"
"18","ark:/13030/m5k71w3j","ark:/21198/z1325fjz","","Work","20.0","0020.01.0018|~|19965|~|56939_ca_object_representations_media_12114_original.jpg","The Young Muslim Women Association Collection - Jerusalem","Jerusalem Young Women Muslim Association Sub-collection 1: Photographs","صورة من بازار لجمعية الشابات المسلمات/القدس، 1981","A Photograph of a Bazaar Held by YMWA of Jerusalem, 1981","A colour photograph of a bazaar held by the Young Muslim Women Association (YMWA) of Jerusalem in 1981.  |~|صورة ملونة ترصد جانبًا من بازار لجمعية الشابات المسلمات في القدس عام 1981.","Nabila en-Natsheh (Senior secretary at the Jerusalem Young Muslim Women Association), interview with PMDA researcher Lama Ghosheh, December 2018, non-transcript, the Palestinian Museum Digital Archive.","color photographs","ara","still image","1981; Date created","1981","جمعية الاتحاد النسائي العربي - القدس","[31.768319,35.21371]","Diaspora and Emigration|~|Social History|~|Women","مصنع خلف للخيزران - غزة مصنع مرتجى للسجاد - غزة مصنوعات الأراضي المقدسة - بيت لحم|~|Khalaf Bamboo Factory- Gaza Murtaja Carpets Factory- Gaza  Holy Land Manufactures- Bethlehem","image/jpeg","4384","6075","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/1/62724_ca_object_representations_media_12114_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/1/56939_ca_object_representations_media_12114_original.jpg","https://palarchive.org/index.php/Detail/objects/19965/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","good; 224","No","The Young Muslim Women Association Collection - Jerusalem | Jerusalem Young Women Muslim Association Sub-collection 1: Photographs","19 July 2018 at 13:43:40","10 March 2021 at 10:33:06","A colour photograph of a bazaar held by the Young Muslim Women Association (YMWA) of Jerusalem in 1981.","صورة ملونة ترصد جانبًا من بازار لجمعية الشابات المسلمات في القدس عام 1981.","color photographs","مصنع خلف للخيزران - غزة مصنع مرتجى للسجاد - غزة مصنوعات الأراضي المقدسة - بيت لحم","Khalaf Bamboo Factory- Gaza Murtaja Carpets Factory- Gaza  Holy Land Manufactures- Bethlehem","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5k71w3j/manifest"
"19","ark:/13030/m5hb6h6n","ark:/21198/z1325fjz","","Work","20.0","0020.01.0019|~|19966|~|69519_ca_object_representations_media_10436_original.jpg","The Young Muslim Women Association Collection - Jerusalem","Jerusalem Young Women Muslim Association Sub-collection 1: Photographs","صورة من بازار لجمعية الشابات المسلمات/القدس، 1981","A Photograph of a Bazaar Held by YMWA of Jerusalem, 1981","A colour photograph of a bazaar held by the Young Muslim Women Association (YMWA) of Jerusalem in 1981.  |~|صورة ملونة ترصد جانبًا من بازار لجمعية الشابات المسلمات في القدس عام 1981.","Nabila en-Natsheh (Senior secretary at the Jerusalem Young Muslim Women Association), interview with PMDA researcher Lama Ghosheh, December 2018, non-transcript, the Palestinian Museum Digital Archive.","color photographs","ara","still image","1981; Date created","1981","جمعية الاتحاد النسائي العربي - القدس","[31.768319,35.21371]","Diaspora and Emigration|~|Social History|~|Women","شركة الصناعات العربية المساهمة المحدودة - رام الله|~|Arab Industries Limited Company- Ramallah","image/jpeg","3920","5437","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/4/49159_ca_object_representations_media_10436_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/4/69519_ca_object_representations_media_10436_original.jpg","https://palarchive.org/index.php/Detail/objects/19966/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","good; 224","No","The Young Muslim Women Association Collection - Jerusalem | Jerusalem Young Women Muslim Association Sub-collection 1: Photographs","19 July 2018 at 13:43:40","10 March 2021 at 10:33:06","A colour photograph of a bazaar held by the Young Muslim Women Association (YMWA) of Jerusalem in 1981.","صورة ملونة ترصد جانبًا من بازار لجمعية الشابات المسلمات في القدس عام 1981.","color photographs","شركة الصناعات العربية المساهمة المحدودة - رام الله","Arab Industries Limited Company- Ramallah","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5hb6h6n/manifest"
"20","ark:/13030/m5258w5r","ark:/21198/z1325fjz","","Work","20.0","0020.01.0020|~|19967|~|31504_ca_object_representations_media_10437_original.jpg","The Young Muslim Women Association Collection - Jerusalem","Jerusalem Young Women Muslim Association Sub-collection 1: Photographs","صورة من بازار لجمعية الشابات المسلمات/القدس، 1981","A Photograph of a Bazaar Held by YMWA of Jerusalem, 1981","A colour photograph of a bazaar held by the Young Muslim Women Association (YMWA) of Jerusalem in 1981.  |~|صورة ملونة ترصد جانبًا من بازار لجمعية الشابات المسلمات في القدس عام 1981.","Nabila en-Natsheh (Senior secretary at the Jerusalem Young Muslim Women Association), interview with PMDA researcher Lama Ghosheh, December 2018, non-transcript, the Palestinian Museum Digital Archive.","color photographs","ara","still image","1981; Date created","1981","جمعية الاتحاد النسائي العربي - القدس","[31.768319,35.21371]","Diaspora and Emigration|~|Social History|~|Women","","image/jpeg","3899","5411","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/4/56110_ca_object_representations_media_10437_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/4/31504_ca_object_representations_media_10437_original.jpg","https://palarchive.org/index.php/Detail/objects/19967/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","good; 224","No","The Young Muslim Women Association Collection - Jerusalem | Jerusalem Young Women Muslim Association Sub-collection 1: Photographs","19 July 2018 at 13:43:40","10 March 2021 at 10:33:06","A colour photograph of a bazaar held by the Young Muslim Women Association (YMWA) of Jerusalem in 1981.","صورة ملونة ترصد جانبًا من بازار لجمعية الشابات المسلمات في القدس عام 1981.","color photographs","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5258w5r/manifest"
"21","ark:/13030/m5p05kmk","ark:/21198/z1325fjz","","Work","20.0","0020.01.0021|~|19968|~|11775_ca_object_representations_media_10438_original.jpg","The Young Muslim Women Association Collection - Jerusalem","Jerusalem Young Women Muslim Association Sub-collection 1: Photographs","صورة من بازار لجمعية الشابات المسلمات/القدس، 1981","A Photograph of a Bazaar Held by YMWA of Jerusalem, 1981","A colour photograph of a bazaar held by the Young Muslim Women Association (YMWA) of Jerusalem in 1981.  |~|صورة ملونة ترصد جانبًا من بازار لجمعية الشابات المسلمات في القدس عام 1981.","Nabila en-Natsheh (Senior secretary at the Jerusalem Young Muslim Women Association), interview with PMDA researcher Lama Ghosheh, December 2018, non-transcript, the Palestinian Museum Digital Archive.","color photographs","ara","still image","1981; Date created","1981","جمعية الاتحاد النسائي العربي - القدس","[31.768319,35.21371]","Diaspora and Emigration|~|Social History|~|Women","مصنع صابون طوقان / نابلس مصنع العالول - نابلس صابون الجمل - نابلسي- حسن شكعة|~|Toukan Soap Factory- Nablus Al-Alul Factory- Nablus Camel Soap- Nabulsi- Hassan Shak'ah","image/jpeg","3923","5362","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/4/42825_ca_object_representations_media_10438_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/4/11775_ca_object_representations_media_10438_original.jpg","https://palarchive.org/index.php/Detail/objects/19968/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","good; 224","No","The Young Muslim Women Association Collection - Jerusalem | Jerusalem Young Women Muslim Association Sub-collection 1: Photographs","19 July 2018 at 13:43:40","10 March 2021 at 10:33:06","A colour photograph of a bazaar held by the Young Muslim Women Association (YMWA) of Jerusalem in 1981.","صورة ملونة ترصد جانبًا من بازار لجمعية الشابات المسلمات في القدس عام 1981.","color photographs","مصنع صابون طوقان / نابلس مصنع العالول - نابلس صابون الجمل - نابلسي- حسن شكعة","Toukan Soap Factory- Nablus Al-Alul Factory- Nablus Camel Soap- Nabulsi- Hassan Shak'ah","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5p05kmk/manifest"
"22","ark:/13030/m5161v0g","ark:/21198/z1325fjz","","Work","20.0","0020.01.0022|~|19969|~|65986_ca_object_representations_media_10439_original.jpg","The Young Muslim Women Association Collection - Jerusalem","Jerusalem Young Women Muslim Association Sub-collection 1: Photographs","صورة من بازار لجمعية الشابات المسلمات/القدس، 1981","A Photograph of a Bazaar Held by YMWA of Jerusalem, 1981","A colour photograph of a bazaar held by the Young Muslim Women Association (YMWA) of Jerusalem in 1981.  |~|صورة ملونة ترصد جانبًا من بازار لجمعية الشابات المسلمات في القدس عام 1981.","Nabila en-Natsheh (Senior secretary at the Jerusalem Young Muslim Women Association), interview with PMDA researcher Lama Ghosheh, December 2018, non-transcript, the Palestinian Museum Digital Archive.","color photographs","ara","still image","1981; Date created","1981","جمعية الاتحاد النسائي العربي - القدس","[31.768319,35.21371]","Diaspora and Emigration|~|Social History|~|Women","شركة الصناعات العربية المساهمة المحدودة|~|Arab Industries Limited Company","image/jpeg","3928","5388","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/4/61455_ca_object_representations_media_10439_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/4/65986_ca_object_representations_media_10439_original.jpg","https://palarchive.org/index.php/Detail/objects/19969/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","good; 224","No","The Young Muslim Women Association Collection - Jerusalem | Jerusalem Young Women Muslim Association Sub-collection 1: Photographs","19 July 2018 at 13:43:40","10 March 2021 at 10:33:06","A colour photograph of a bazaar held by the Young Muslim Women Association (YMWA) of Jerusalem in 1981.","صورة ملونة ترصد جانبًا من بازار لجمعية الشابات المسلمات في القدس عام 1981.","color photographs","شركة الصناعات العربية المساهمة المحدودة","Arab Industries Limited Company","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5161v0g/manifest"
