Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
ark:/21198/z1ht87wd,,,Collection,,,,,The George al-A'ma Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
ark:/13030/m5sj95mk,ark:/21198/z1ht87wd,,Work,99.0,0099.04.1099|~|125374|~|37442_ca_object_representations_media_87366_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this black-and-white postcard features footage from one of the social occasions. No information attached regarding this occasion and when it was held.|~|بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار. لم يتوفر معلومات حول طبيعة المناسبة أو تاريخها.",,,,still image,after 1948,1948,,"[31.7053821,35.2024425]",Social History,,image/jpeg,4155,6171,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/3/52915_ca_object_representations_media_87366_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/3/37442_ca_object_representations_media_87366_original.jpg,https://palarchive.org/index.php/Detail/objects/125374/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,10 June 2019 at 9:47:33,9 March 2021 at 11:26:37,"Issued by Saman Sahar Photo Studio, this black-and-white postcard features footage from one of the social occasions. No information attached regarding this occasion and when it was held.",بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار. لم يتوفر معلومات حول طبيعة المناسبة أو تاريخها.,,,,
ark:/13030/m5sr6kbw,ark:/21198/z1ht87wd,,Work,99.0,0099.04.1100|~|125375|~|66490_ca_object_representations_media_87368_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this black-and-white postcard features footage from one of the social occasions. No information attached regarding this occasion and when it was held.|~|بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار. لم يتوفر معلومات حول طبيعة المناسبة أو تاريخها.",,,,still image,after 1948,1948,,"[31.7053821,35.2024425]",Social History,,image/jpeg,4155,6171,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/3/7148_ca_object_representations_media_87368_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/3/66490_ca_object_representations_media_87368_original.jpg,https://palarchive.org/index.php/Detail/objects/125375/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,10 June 2019 at 9:47:33,9 March 2021 at 11:26:37,"Issued by Saman Sahar Photo Studio, this black-and-white postcard features footage from one of the social occasions. No information attached regarding this occasion and when it was held.",بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار. لم يتوفر معلومات حول طبيعة المناسبة أو تاريخها.,,,,
ark:/13030/m55v15hq,ark:/21198/z1ht87wd,,Work,99.0,0099.04.1101|~|125376|~|98452_ca_object_representations_media_87370_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this black-and-white postcard features footage from one of the social occasions. No information attached regarding this occasion and when it was held.|~|بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار. لم يتوفر معلومات حول طبيعة المناسبة أو تاريخها.",,,,still image,after 1948,1948,,"[31.7053821,35.2024425]",Social History,,image/jpeg,4323,6171,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/3/96151_ca_object_representations_media_87370_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/3/98452_ca_object_representations_media_87370_original.jpg,https://palarchive.org/index.php/Detail/objects/125376/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,10 June 2019 at 9:47:33,9 March 2021 at 11:26:37,"Issued by Saman Sahar Photo Studio, this black-and-white postcard features footage from one of the social occasions. No information attached regarding this occasion and when it was held.",بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار. لم يتوفر معلومات حول طبيعة المناسبة أو تاريخها.,,,,
ark:/13030/m58m4w3p,ark:/21198/z1ht87wd,,Work,99.0,0099.04.1102|~|125377|~|74738_ca_object_representations_media_87372_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this black-and-white postcard features footage from one of the social occasions. No information attached regarding this occasion and when it was held.|~|بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار. لم يتوفر معلومات حول طبيعة المناسبة أو تاريخها.",,,,still image,after 1948,1948,,"[31.7053821,35.2024425]",Social History,,image/jpeg,4323,6171,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/3/90251_ca_object_representations_media_87372_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/3/74738_ca_object_representations_media_87372_original.jpg,https://palarchive.org/index.php/Detail/objects/125377/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,10 June 2019 at 9:47:33,9 March 2021 at 11:26:37,"Issued by Saman Sahar Photo Studio, this black-and-white postcard features footage from one of the social occasions. No information attached regarding this occasion and when it was held.",بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار. لم يتوفر معلومات حول طبيعة المناسبة أو تاريخها.,,,,
ark:/13030/m5jb3sdt,ark:/21198/z1ht87wd,,Work,99.0,0099.04.1103|~|125378|~|6611_ca_object_representations_media_87374_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this black-and-white postcard features footage from one of the social occasions. No information attached regarding this occasion and when it was held.|~|بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار. لم يتوفر معلومات حول طبيعة المناسبة أو تاريخها.",,,,still image,after 1948,1948,,"[31.7053821,35.2024425]",Social History,,image/jpeg,3997,6171,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/3/29830_ca_object_representations_media_87374_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/3/6611_ca_object_representations_media_87374_original.jpg,https://palarchive.org/index.php/Detail/objects/125378/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,10 June 2019 at 9:47:33,9 March 2021 at 11:26:37,"Issued by Saman Sahar Photo Studio, this black-and-white postcard features footage from one of the social occasions. No information attached regarding this occasion and when it was held.",بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار. لم يتوفر معلومات حول طبيعة المناسبة أو تاريخها.,,,,
ark:/13030/m5133cnx,ark:/21198/z1ht87wd,,Work,99.0,0099.04.1104|~|125379|~|98673_ca_object_representations_media_87376_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this black-and-white postcard features footage from one of the social occasions. No information attached regarding this occasion and when it was held.|~|بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار. لم يتوفر معلومات حول طبيعة المناسبة أو تاريخها.",,,,still image,after 1948,1948,,"[31.7053821,35.2024425]",Social History,,image/jpeg,4113,6171,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/3/31069_ca_object_representations_media_87376_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/3/98673_ca_object_representations_media_87376_original.jpg,https://palarchive.org/index.php/Detail/objects/125379/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,10 June 2019 at 9:47:33,9 March 2021 at 11:26:37,"Issued by Saman Sahar Photo Studio, this black-and-white postcard features footage from one of the social occasions. No information attached regarding this occasion and when it was held.",بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار. لم يتوفر معلومات حول طبيعة المناسبة أو تاريخها.,,,,
ark:/13030/m5wj08zt,ark:/21198/z1ht87wd,,Work,99.0,0099.04.1105|~|125380|~|25958_ca_object_representations_media_87378_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this black-and-white postcard features footage from one of the social occasions. No information attached regarding this occasion and when it was held.|~|بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار. لم يتوفر معلومات حول طبيعة المناسبة أو تاريخها.",,,,still image,after 1948,1948,,"[31.7053821,35.2024425]",Social History,,image/jpeg,6171,4323,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/3/2233_ca_object_representations_media_87378_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/3/25958_ca_object_representations_media_87378_original.jpg,https://palarchive.org/index.php/Detail/objects/125380/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,10 June 2019 at 9:47:33,9 March 2021 at 11:26:37,"Issued by Saman Sahar Photo Studio, this black-and-white postcard features footage from one of the social occasions. No information attached regarding this occasion and when it was held.",بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار. لم يتوفر معلومات حول طبيعة المناسبة أو تاريخها.,,,,
ark:/13030/m5ns8dzr,ark:/21198/z1ht87wd,,Work,99.0,0099.04.1106|~|125381|~|6848_ca_object_representations_media_87380_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this black-and-white postcard features footage from one of the social occasions. No information attached regarding this occasion and when it was held.|~|بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار. لم يتوفر معلومات حول طبيعة المناسبة أو تاريخها.",,,,still image,after 1948,1948,,"[31.7053821,35.2024425]",Social History,,image/jpeg,4323,6171,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/3/19840_ca_object_representations_media_87380_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/3/6848_ca_object_representations_media_87380_original.jpg,https://palarchive.org/index.php/Detail/objects/125381/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,10 June 2019 at 9:47:33,9 March 2021 at 11:26:37,"Issued by Saman Sahar Photo Studio, this black-and-white postcard features footage from one of the social occasions. No information attached regarding this occasion and when it was held.",بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار. لم يتوفر معلومات حول طبيعة المناسبة أو تاريخها.,,,,
ark:/13030/m5cc8kq2,ark:/21198/z1ht87wd,,Work,99.0,0099.04.1107|~|125382|~|69448_ca_object_representations_media_87382_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this black-and-white postcard features footage from one of the social occasions. No information attached regarding this occasion and when it was held.|~|بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار. لم يتوفر معلومات حول طبيعة المناسبة أو تاريخها.",,,,still image,after 1948,1948,,"[31.7053821,35.2024425]",Social History,,image/jpeg,4323,6171,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/3/47096_ca_object_representations_media_87382_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/3/69448_ca_object_representations_media_87382_original.jpg,https://palarchive.org/index.php/Detail/objects/125382/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,10 June 2019 at 9:47:33,9 March 2021 at 11:26:37,"Issued by Saman Sahar Photo Studio, this black-and-white postcard features footage from one of the social occasions. No information attached regarding this occasion and when it was held.",بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار. لم يتوفر معلومات حول طبيعة المناسبة أو تاريخها.,,,,
ark:/13030/m5dc5mvf,ark:/21198/z1ht87wd,,Work,99.0,0099.04.1108|~|125383|~|10968_ca_object_representations_media_87384_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this black-and-white postcard features footage from one of the social occasions. No information attached regarding this occasion and when it was held.|~|بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار. لم يتوفر معلومات حول طبيعة المناسبة أو تاريخها.",,,,still image,after 1948,1948,,"[31.7053821,35.2024425]",Social History,,image/jpeg,4323,6171,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/3/62311_ca_object_representations_media_87384_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/3/10968_ca_object_representations_media_87384_original.jpg,https://palarchive.org/index.php/Detail/objects/125383/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,10 June 2019 at 9:47:33,9 March 2021 at 11:26:37,"Issued by Saman Sahar Photo Studio, this black-and-white postcard features footage from one of the social occasions. No information attached regarding this occasion and when it was held.",بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار. لم يتوفر معلومات حول طبيعة المناسبة أو تاريخها.,,,,
ark:/13030/m5wb2w63,ark:/21198/z1ht87wd,,Work,99.0,0099.04.1109|~|125384|~|14257_ca_object_representations_media_87386_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this black-and-white postcard features footage from one of the social occasions. No information attached regarding this occasion and when it was held.|~|بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار. لم يتوفر معلومات حول طبيعة المناسبة أو تاريخها.",,,,still image,after 1948,1948,,"[31.7053821,35.2024425]",Social History,,image/jpeg,4323,6171,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/3/71162_ca_object_representations_media_87386_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/3/14257_ca_object_representations_media_87386_original.jpg,https://palarchive.org/index.php/Detail/objects/125384/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,10 June 2019 at 9:47:34,9 March 2021 at 11:26:37,"Issued by Saman Sahar Photo Studio, this black-and-white postcard features footage from one of the social occasions. No information attached regarding this occasion and when it was held.",بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار. لم يتوفر معلومات حول طبيعة المناسبة أو تاريخها.,,,,
ark:/13030/m5mx035r,ark:/21198/z1ht87wd,,Work,99.0,0099.04.1110|~|125385|~|48409_ca_object_representations_media_87388_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this black-and-white postcard features footage from one of the social occasions. No information attached regarding this occasion and when it was held.|~|بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار. لم يتوفر معلومات حول طبيعة المناسبة أو تاريخها.",,,,still image,after 1948,1948,,"[31.7053821,35.2024425]",Social History,,image/jpeg,4323,6171,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/3/64131_ca_object_representations_media_87388_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/3/48409_ca_object_representations_media_87388_original.jpg,https://palarchive.org/index.php/Detail/objects/125385/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,10 June 2019 at 9:47:34,9 March 2021 at 11:26:37,"Issued by Saman Sahar Photo Studio, this black-and-white postcard features footage from one of the social occasions. No information attached regarding this occasion and when it was held.",بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار. لم يتوفر معلومات حول طبيعة المناسبة أو تاريخها.,,,,
ark:/13030/m5n37gxv,ark:/21198/z1ht87wd,,Work,99.0,0099.04.1111|~|125386|~|53850_ca_object_representations_media_87390_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this black-and-white postcard features footage from one of the social occasions. No information attached regarding this occasion and when it was held.|~|بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار. لم يتوفر معلومات حول طبيعة المناسبة أو تاريخها.",,,,still image,after 1948,1948,,"[31.7053821,35.2024425]",Social History,,image/jpeg,4333,6170,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/3/2595_ca_object_representations_media_87390_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/3/53850_ca_object_representations_media_87390_original.jpg,https://palarchive.org/index.php/Detail/objects/125386/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,10 June 2019 at 9:47:34,9 March 2021 at 11:26:37,"Issued by Saman Sahar Photo Studio, this black-and-white postcard features footage from one of the social occasions. No information attached regarding this occasion and when it was held.",بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار. لم يتوفر معلومات حول طبيعة المناسبة أو تاريخها.,,,,
ark:/13030/m57m7txf,ark:/21198/z1ht87wd,,Work,99.0,0099.04.1112|~|125387|~|83058_ca_object_representations_media_87392_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this black-and-white postcard features footage from one of the social occasions. No information attached regarding this occasion and when it was held.|~|بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار. لم يتوفر معلومات حول طبيعة المناسبة أو تاريخها.",,,,still image,after 1948,1948,,"[31.7053821,35.2024425]",Social History,,image/jpeg,4333,6170,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/3/50175_ca_object_representations_media_87392_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/3/83058_ca_object_representations_media_87392_original.jpg,https://palarchive.org/index.php/Detail/objects/125387/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,10 June 2019 at 9:47:34,9 March 2021 at 11:26:37,"Issued by Saman Sahar Photo Studio, this black-and-white postcard features footage from one of the social occasions. No information attached regarding this occasion and when it was held.",بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار. لم يتوفر معلومات حول طبيعة المناسبة أو تاريخها.,,,,
ark:/13030/m5qp3ssr,ark:/21198/z1ht87wd,,Work,99.0,0099.04.1113|~|125388|~|78606_ca_object_representations_media_87394_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this black-and-white postcard features footage from one of the social occasions. No information attached regarding this occasion and when it was held.|~|بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار. لم يتوفر معلومات حول طبيعة المناسبة أو تاريخها.",,,,still image,after 1948,1948,,"[31.7053821,35.2024425]",Social History,,image/jpeg,4533,6171,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/3/63716_ca_object_representations_media_87394_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/3/78606_ca_object_representations_media_87394_original.jpg,https://palarchive.org/index.php/Detail/objects/125388/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,10 June 2019 at 9:47:34,9 March 2021 at 11:26:37,"Issued by Saman Sahar Photo Studio, this black-and-white postcard features footage from one of the social occasions. No information attached regarding this occasion and when it was held.",بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار. لم يتوفر معلومات حول طبيعة المناسبة أو تاريخها.,,,,
ark:/13030/m5ck60fr,ark:/21198/z1ht87wd,,Work,99.0,0099.04.1114|~|125389|~|66809_ca_object_representations_media_87396_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this black-and-white postcard features footage from one of the social occasions. No information attached regarding this occasion and when it was held.|~|بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار. لم يتوفر معلومات حول طبيعة المناسبة أو تاريخها.",,,,still image,after 1948,1948,,"[31.7053821,35.2024425]",Social History,,image/jpeg,6233,4333,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/3/67330_ca_object_representations_media_87396_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/3/66809_ca_object_representations_media_87396_original.jpg,https://palarchive.org/index.php/Detail/objects/125389/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,10 June 2019 at 9:47:34,9 March 2021 at 11:26:37,"Issued by Saman Sahar Photo Studio, this black-and-white postcard features footage from one of the social occasions. No information attached regarding this occasion and when it was held.",بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار. لم يتوفر معلومات حول طبيعة المناسبة أو تاريخها.,,,,
ark:/13030/m5vb5v2q,ark:/21198/z1ht87wd,,Work,99.0,0099.04.1115|~|125390|~|34281_ca_object_representations_media_87398_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this black-and-white postcard features footage from one of the social occasions. No information attached regarding this occasion and when it was held.|~|بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار. لم يتوفر معلومات حول طبيعة المناسبة أو تاريخها.",,,,still image,after 1948,1948,,"[31.7053821,35.2024425]",Social History,,image/jpeg,4102,6171,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/3/96355_ca_object_representations_media_87398_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/3/34281_ca_object_representations_media_87398_original.jpg,https://palarchive.org/index.php/Detail/objects/125390/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,10 June 2019 at 9:47:34,9 March 2021 at 11:26:37,"Issued by Saman Sahar Photo Studio, this black-and-white postcard features footage from one of the social occasions. No information attached regarding this occasion and when it was held.",بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار. لم يتوفر معلومات حول طبيعة المناسبة أو تاريخها.,,,,
