Unnamed: 0,Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
10,ark:/13030/m5wf1gp2,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0010|~|84464|~|85969_ca_object_representations_media_56533_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي خلال فترة الدراسة في كلية شميدت للبنات في القدس في الخمسينيات,Layla Tarazi During her Time Studying at Schmidt-Schule Jerusalem in the 50's,"A black-and-white photograph of Layla Tarazi during her time studying at Schmidt-Schule Jerusalem, in the 50's.|~|صورة غير ملونة تظهر فيها ليلى ترزي خلال فترة دراستها في كلية شميدت للبنات في القدس في فترة الخمسينيات.","Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",black-and-white photographs,,still image,1950s; Date created,1950/1959,,"[31.768319,35.21371]",,,image/jpeg,3792,3886,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/5/46547_ca_object_representations_media_56533_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/5/85969_ca_object_representations_media_56533_original.jpg,https://palarchive.org/index.php/Detail/objects/84464/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:15:55,9 March 2021 at 11:49:24,"A black-and-white photograph of Layla Tarazi during her time studying at Schmidt-Schule Jerusalem, in the 50's.",صورة غير ملونة تظهر فيها ليلى ترزي خلال فترة دراستها في كلية شميدت للبنات في القدس في فترة الخمسينيات.,black-and-white photographs,,,
11,ark:/13030/m5mx008v,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0012|~|84466|~|27690_ca_object_representations_media_56536_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي خلال فترة الدراسة في كلية شميدت للبنات في القدس في الخمسينيات,Layla Tarazi During her Time Studying at Schmidt-Schule Jerusalem in the 50's,"A black-and-white photograph of Layla Tarazi during her time studying at Schmidt-Schule Jerusalem, in the 50's.|~|صورة غير ملونة تظهر فيها ليلى ترزي خلال فترة دراستها في كلية شميدت للبنات في القدس في فترة الخمسينيات.","Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",black-and-white photographs,ara,still image,1950s; Date created,1950/1959,,"[31.768319,35.21371]",,كرميزان 1953|~|cremisan 1953,image/jpeg,4973,3580,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/5/83855_ca_object_representations_media_56536_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/5/27690_ca_object_representations_media_56536_original.jpg,https://palarchive.org/index.php/Detail/objects/84466/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:15:55,9 March 2021 at 11:49:24,"A black-and-white photograph of Layla Tarazi during her time studying at Schmidt-Schule Jerusalem, in the 50's.",صورة غير ملونة تظهر فيها ليلى ترزي خلال فترة دراستها في كلية شميدت للبنات في القدس في فترة الخمسينيات.,black-and-white photographs,كرميزان 1953,cremisan 1953,
12,ark:/13030/m53z5psf,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0013|~|84467|~|13463_ca_object_representations_media_56539_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي خلال فترة الدراسة في كلية شميدت للبنات في القدس في الخمسينيات,Layla Tarazy as a Student at Schmidt's Girls College - Jerusalem in the 1950s,A black-and-white photograph of Layla Tarazy during her time as a student at Schmidt's Girls College - Jerusalem in the 1950s.|~|صورة غير ملونة تظهر فيها ليلى ترزي خلال فترة دراستها في كلية شميدت للبنات في القدس في فترة الخمسينيات.,"Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",black-and-white photographs,eng,still image,1953; Date created,1953,,"[31.768319,35.21371]",,Schmidt's 1954|~|شميدت 1954,image/jpeg,4035,5165,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/5/86472_ca_object_representations_media_56539_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/5/13463_ca_object_representations_media_56539_original.jpg,https://palarchive.org/index.php/Detail/objects/84467/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:15:55,9 March 2021 at 11:49:24,A black-and-white photograph of Layla Tarazy during her time as a student at Schmidt's Girls College - Jerusalem in the 1950s.,صورة غير ملونة تظهر فيها ليلى ترزي خلال فترة دراستها في كلية شميدت للبنات في القدس في فترة الخمسينيات.,black-and-white photographs,Schmidt's 1954,شميدت 1954,
13,ark:/13030/m57q6fh5,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0015|~|84469|~|81466_ca_object_representations_media_56543_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي خلال فترة الدراسة في كلية شميدت للبنات في القدس في الخمسينيات,Layla Tarazy as a Student at Schmidt's Girls College - East Jerusalem in the 1950s,A black-and-white photograph of Layla Tarazy during her time as a Student at Schmidt's Girls College - East Jerusalem in the 1950s.|~|صورة غير ملونة تظهر فيها ليلى ترزي خلال فترة دراستها في كلية شميدت للبنات في القدس في فترة الخمسينيات.,"Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",black-and-white photographs,eng,still image,1953; Date created,1953,,"[31.768319,35.21371]",,Dori's house 1953|~|بيت دوري 1953,image/jpeg,5771,4239,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/5/57665_ca_object_representations_media_56543_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/5/81466_ca_object_representations_media_56543_original.jpg,https://palarchive.org/index.php/Detail/objects/84469/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:15:55,9 March 2021 at 11:49:23,A black-and-white photograph of Layla Tarazy during her time as a Student at Schmidt's Girls College - East Jerusalem in the 1950s.,صورة غير ملونة تظهر فيها ليلى ترزي خلال فترة دراستها في كلية شميدت للبنات في القدس في فترة الخمسينيات.,black-and-white photographs,Dori's house 1953,بيت دوري 1953,
14,ark:/13030/m5kx2z3n,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0016|~|84470|~|191_ca_object_representations_media_56545_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي خلال فترة الدراسة في كلية شميدت للبنات في القدس في الخمسينيات,Layla Tarazi During her Time Studying at Schmidt-Schule Jerusalem in the 50's,"A black-and-white photograph of Layla Tarazi during her time studying at Schmidt-Schule Jerusalem, in the 50's.|~|صورة غير ملونة تظهر فيها ليلى ترزي خلال فترة دراستها في كلية شميدت للبنات في القدس في فترة الخمسينيات.","Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",black-and-white photographs,ara,still image,1953; Date created,1953,,"[31.768319,35.21371]",,معلمات كلية شميدت 1953|~|Schmidt-Schule Jersusalem teachers 1953,image/jpeg,4325,5641,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/5/18440_ca_object_representations_media_56545_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/5/191_ca_object_representations_media_56545_original.jpg,https://palarchive.org/index.php/Detail/objects/84470/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:15:55,9 March 2021 at 11:49:23,"A black-and-white photograph of Layla Tarazi during her time studying at Schmidt-Schule Jerusalem, in the 50's.",صورة غير ملونة تظهر فيها ليلى ترزي خلال فترة دراستها في كلية شميدت للبنات في القدس في فترة الخمسينيات.,black-and-white photographs,معلمات كلية شميدت 1953,Schmidt-Schule Jersusalem teachers 1953,
15,ark:/13030/m5cc8gt5,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0017|~|84471|~|72395_ca_object_representations_media_56547_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي خلال فترة الدراسة في كلية شميدت للبنات في القدس في الخمسينيات,Layla Tarazi During her Time Studying at Schmidt-Schule Jerusalem in the 50's,"A black-and-white photograph of Layla Tarazi during her time studying at Schmidt-Schule Jerusalem, in the 50's.|~|صورة غير ملونة تظهر فيها ليلى ترزي خلال فترة دراستها في كلية شميدت للبنات في القدس في فترة الخمسينيات.","Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",black-and-white photographs,ara,still image,1953; Date created,1953,,"[31.768319,35.21371]",,افرست 1953|~|Everest 1953,image/jpeg,5523,3996,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/5/29604_ca_object_representations_media_56547_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/5/72395_ca_object_representations_media_56547_original.jpg,https://palarchive.org/index.php/Detail/objects/84471/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:15:56,9 March 2021 at 11:49:23,"A black-and-white photograph of Layla Tarazi during her time studying at Schmidt-Schule Jerusalem, in the 50's.",صورة غير ملونة تظهر فيها ليلى ترزي خلال فترة دراستها في كلية شميدت للبنات في القدس في فترة الخمسينيات.,black-and-white photographs,افرست 1953,Everest 1953,
16,ark:/13030/m5vf4fjp,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0018|~|84472|~|78972_ca_object_representations_media_56549_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي خلال فترة الدراسة في كلية شميدت للبنات في القدس في الخمسينيات,Layla Tarazi During her Time Studying at Schmidt-Schule Jerusalem in the 50's,"A black-and-white photograph of Layla Tarazi during her time studying at Schmidt-Schule Jerusalem, in the 50's.|~|صورة غير ملونة تظهر فيها ليلى ترزي خلال فترة دراستها في كلية شميدت للبنات في القدس في فترة الخمسينيات.","Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",black-and-white photographs,ara,still image,1953; Date created,1953,,"[31.768319,35.21371]",,برك سليمان 1953|~|Solomon's Pools 1953,image/jpeg,4201,5715,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/5/7922_ca_object_representations_media_56549_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/5/78972_ca_object_representations_media_56549_original.jpg,https://palarchive.org/index.php/Detail/objects/84472/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:15:56,9 March 2021 at 11:49:23,"A black-and-white photograph of Layla Tarazi during her time studying at Schmidt-Schule Jerusalem, in the 50's.",صورة غير ملونة تظهر فيها ليلى ترزي خلال فترة دراستها في كلية شميدت للبنات في القدس في فترة الخمسينيات.,black-and-white photographs,برك سليمان 1953,Solomon's Pools 1953,
17,ark:/13030/m5g526cm,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0019|~|84473|~|70725_ca_object_representations_media_56551_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي خلال فترة الدراسة في كلية شميدت للبنات في القدس في الخمسينيات,Layla Tarazy as a Student at Schmidt's Girls College - Jerusalem in the 1950s,A black-and-white photograph of Layla Tarazy during her time as a student at Schmidt's Girls College - Jerusalem in the 1950s.|~|صورة غير ملونة تظهر فيها ليلى ترزي خلال فترة دراستها في كلية شميدت للبنات في القدس في فترة الخمسينيات.,"Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",,eng,still image,1953; Date created,1953,,"[31.768319,35.21371]",,Dori's house 1953|~|بيت دوري 1953,image/jpeg,5542,4033,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/5/84615_ca_object_representations_media_56551_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/5/70725_ca_object_representations_media_56551_original.jpg,https://palarchive.org/index.php/Detail/objects/84473/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:15:56,9 March 2021 at 11:49:23,A black-and-white photograph of Layla Tarazy during her time as a student at Schmidt's Girls College - Jerusalem in the 1950s.,صورة غير ملونة تظهر فيها ليلى ترزي خلال فترة دراستها في كلية شميدت للبنات في القدس في فترة الخمسينيات.,,Dori's house 1953,بيت دوري 1953,
18,ark:/13030/m5064z2f,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0020|~|84474|~|75026_ca_object_representations_media_56553_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي خلال فترة الدراسة في كلية شميدت للبنات في القدس في الخمسينيات,Layla Tarazi During her Time Studying at Schmidt-Schule Jerusalem in the 50's,"A black-and-white photograph of Layla Tarazi during her time studying at Schmidt-Schule Jerusalem, in the 50's.|~|صورة غير ملونة تظهر فيها ليلى ترزي خلال فترة دراستها في كلية شميدت للبنات في القدس في فترة الخمسينيات.","Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",black-and-white photographs,ara,still image,23 December 1957; Date created,1957-12-23,,"[31.768319,35.21371]",,هذه الصورة على بركة في بستان الشيخ بتاريخ 23 - 12 - 57|~|This photograph was taken on a pool in al-Sheikh's garden in 23-12-23,image/jpeg,5130,3709,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/5/28941_ca_object_representations_media_56553_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/5/75026_ca_object_representations_media_56553_original.jpg,https://palarchive.org/index.php/Detail/objects/84474/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:15:56,9 March 2021 at 11:49:22,"A black-and-white photograph of Layla Tarazi during her time studying at Schmidt-Schule Jerusalem, in the 50's.",صورة غير ملونة تظهر فيها ليلى ترزي خلال فترة دراستها في كلية شميدت للبنات في القدس في فترة الخمسينيات.,black-and-white photographs,هذه الصورة على بركة في بستان الشيخ بتاريخ 23 - 12 - 57,This photograph was taken on a pool in al-Sheikh's garden in 23-12-23,
19,ark:/13030/m5qp3pvd,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0021|~|84475|~|99272_ca_object_representations_media_56555_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي خلال فترة الدراسة في كلية شميدت للبنات في القدس في الخمسينيات,Layla Tarazi During her Time Studying at Schmidt-Schule Jerusalem in the 50's,"A black-and-white photograph of Layla Tarazi during her time studying at Schmidt-Schule Jerusalem, in the 50's.|~|صورة غير ملونة تظهر فيها ليلى ترزي خلال فترة دراستها في كلية شميدت للبنات في القدس في فترة الخمسينيات.","Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",black-and-white photographs,ara,still image,1950s; Date created,1950/1959,,"[32.2226678,35.2621461]",,نابلس|~|Nablus,image/jpeg,6275,4360,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/5/55111_ca_object_representations_media_56555_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/5/99272_ca_object_representations_media_56555_original.jpg,https://palarchive.org/index.php/Detail/objects/84475/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:15:56,9 March 2021 at 11:49:22,"A black-and-white photograph of Layla Tarazi during her time studying at Schmidt-Schule Jerusalem, in the 50's.",صورة غير ملونة تظهر فيها ليلى ترزي خلال فترة دراستها في كلية شميدت للبنات في القدس في فترة الخمسينيات.,black-and-white photographs,نابلس,Nablus,
20,ark:/13030/m5tf7dd9,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0022|~|84476|~|70774_ca_object_representations_media_56557_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي خلال فترة الدراسة في كلية شميدت للبنات في القدس في الخمسينيات,Layla Tarazi During her Time Studying at Schmidt-Schule Jerusalem in the 50's,"A black-and-white photograph of Layla Tarazi during her time studying at Schmidt-Schule Jerusalem, in the 50's.|~|صورة غير ملونة تظهر فيها ليلى ترزي خلال فترة دراستها في كلية شميدت للبنات في القدس في فترة الخمسينيات.","Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",black-and-white photographs,ara,still image,1950s; Date created,1950/1959,,"[32.2226678,35.2621461]",,"مع الصديقات ""بيت لواحظ نابلس""|~|""with friends"" at Lawaheth's house in Nablus",image/jpeg,4478,6245,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/5/12264_ca_object_representations_media_56557_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/5/70774_ca_object_representations_media_56557_original.jpg,https://palarchive.org/index.php/Detail/objects/84476/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:15:56,9 March 2021 at 11:49:22,"A black-and-white photograph of Layla Tarazi during her time studying at Schmidt-Schule Jerusalem, in the 50's.",صورة غير ملونة تظهر فيها ليلى ترزي خلال فترة دراستها في كلية شميدت للبنات في القدس في فترة الخمسينيات.,black-and-white photographs,"مع الصديقات ""بيت لواحظ نابلس""","""with friends"" at Lawaheth's house in Nablus",
21,ark:/13030/m5bh052m,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0023|~|84477|~|83141_ca_object_representations_media_56559_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي خلال فترة الدراسة في كلية شميدت للبنات في القدس في الخمسينيات,Layla Tarazi During her Time Studying at Schmidt-Schule Jerusalem in the 50's,"A black-and-white photograph of Layla Tarazi during her time studying at Schmidt-Schule Jerusalem, in the 50's.|~|صورة غير ملونة تظهر فيها ليلى ترزي خلال فترة دراستها في كلية شميدت للبنات في القدس في فترة الخمسينيات.","Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",black-and-white photographs,ara,still image,23 December 1957; Date created,1957-12-23,,"[31.768319,35.21371]",,في بستان الشيخ بتاريخ 23 - 12 - 57|~|At the Sheikh's garden in 23 - 12 - 57,image/jpeg,5281,3705,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/5/43349_ca_object_representations_media_56559_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/5/83141_ca_object_representations_media_56559_original.jpg,https://palarchive.org/index.php/Detail/objects/84477/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:15:56,9 March 2021 at 11:49:22,"A black-and-white photograph of Layla Tarazi during her time studying at Schmidt-Schule Jerusalem, in the 50's.",صورة غير ملونة تظهر فيها ليلى ترزي خلال فترة دراستها في كلية شميدت للبنات في القدس في فترة الخمسينيات.,black-and-white photographs,في بستان الشيخ بتاريخ 23 - 12 - 57,At the Sheikh's garden in 23 - 12 - 57,
22,ark:/13030/m5z68541,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0024|~|84478|~|2598_ca_object_representations_media_56561_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي خلال فترة الدراسة في كلية شميدت للبنات في القدس في الخمسينيات,Layla Tarazi During her Time Studying at Schmidt-Schule Jerusalem in the 50's,"A black-and-white photograph of Layla Tarazi during her time studying at Schmidt-Schule Jerusalem, in the 50's.|~|صورة غير ملونة تظهر فيها ليلى ترزي خلال فترة دراستها في كلية شميدت للبنات في القدس في فترة الخمسينيات.","Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",black-and-white photographs,eng|~|ara,still image,1953; Date created,1953,,"[31.768319,35.21371]",,Dori's house 1953  في بيت صديقتها دوريس حنانيا 1953|~|at her friends house Doris Hanania 1953,image/jpeg,5222,3770,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/5/68562_ca_object_representations_media_56561_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/5/2598_ca_object_representations_media_56561_original.jpg,https://palarchive.org/index.php/Detail/objects/84478/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:15:57,9 March 2021 at 11:49:22,"A black-and-white photograph of Layla Tarazi during her time studying at Schmidt-Schule Jerusalem, in the 50's.",صورة غير ملونة تظهر فيها ليلى ترزي خلال فترة دراستها في كلية شميدت للبنات في القدس في فترة الخمسينيات.,black-and-white photographs,Dori's house 1953  في بيت صديقتها دوريس حنانيا 1953,at her friends house Doris Hanania 1953,
